index_seg,d_auth_score_SgAsNd,d_btw_cntr_SgAsNd,d_clo_cntr_SgAsNd,d_far_cntr_SgAsNd,d_hub_score_SgAsNd,d_in_deg_SgAsNd,d_node_ecc_SgAsNd,d_out_deg_SgAsNd,d_page_rank_SgAsNd,ud_art_pt_SgAsNd,ud_auth_score_SgAsNd,ud_bridge_SgAsNd,ud_btw_cntr_SgAsNd,ud_clo_cntr_SgAsNd,ud_deg_cntr_SgAsNd,ud_eig_cntr_SgAsNd,ud_far_cntr_SgAsNd,ud_hub_score_SgAsNd,ud_node_ecc_SgAsNd,ud_page_rank_SgAsNd
12083,1.88664805557e-07,11001.5839644,0.0279023713321,35.8392477864,7.18892574332e-08,0.000221942738773,65.0,0.000147961825849,6.59048426487e-05,,1.68012250084e-09,,6120.35672537,0.0295936653744,0.000369904564622,6.53063125199e-12,33.7910153186,1.1177983385e-09,64.0,7.93945568092e-05
12084,2.05424392707e-07,13956.2125149,0.0284118976238,35.1965227118,1.72866933214e-07,0.000221942738773,66.0,0.000295923651698,6.68492720761e-05,,7.96788100426e-10,,15617.9604407,0.0301727128109,0.000295923651698,1.60202720844e-12,33.1425286903,5.05212506939e-10,63.0,6.53113801119e-05
12085,1.58863600094e-07,8518.04320013,0.0287292534626,34.8077266018,3.89363183711e-07,0.000147961825849,65.0,0.000221942738773,3.72166305936e-05,,1.42747004695e-09,,4124.18411151,0.0301969861025,0.000369904564622,2.9443401266e-12,33.1158876785,9.04393121146e-10,63.0,7.60355867495e-05
12086,7.90643482512e-07,33674.7446277,0.029128419046,34.3307337903,5.19170711091e-07,0.000369904564622,65.0,0.000295923651698,8.55032935645e-05,,1.56481121095e-09,,19752.6371794,0.0306134014244,0.000369904564622,3.93618953924e-12,32.6654325711,9.92043583604e-10,62.0,7.54270022696e-05
12087,1.64484136438e-05,1146426.21438,0.0286390210063,34.9173946896,1.74155565516e-05,0.000221942738773,64.0,0.000221942738773,5.59095804399e-05,,6.3362561263e-07,,21357.1093544,0.0299281315038,0.000443885477547,4.75672429374e-09,33.4133789767,4.5561648348e-07,63.0,7.72678299101e-05
12088,3.02819833733e-05,2304835.235,0.0292176293065,34.2259116751,2.27234316169e-05,0.000443885477547,63.0,0.000369904564622,8.92814200249e-05,,5.67363554913e-07,,542508.285679,0.0305586405576,0.000517866390471,4.27087269692e-09,32.7239687942,4.08026513261e-07,62.0,9.23255408714e-05
12089,1.49812598177e-05,31457.6645077,0.0289615623084,34.5285240261,1.26561411e-05,0.000295923651698,63.0,0.000295923651698,6.0038716856e-05,,2.00375670662e-07,,28559.3353821,0.0302804867464,0.000295923651698,1.51294824251e-09,33.0245682104,1.44121081155e-07,62.0,6.15532522468e-05
12090,2.88414186461e-06,28683.2291895,0.0289032737256,34.5981569248,2.50560904212e-06,0.000147961825849,64.0,0.000221942738773,3.01985414515e-05,,4.22107645714e-08,,26887.7324158,0.0302375284931,0.000221942738773,3.16199116604e-10,33.0714859923,3.03338040998e-08,63.0,5.29207100571e-05
12091,7.2698221801e-07,5546.17138182,0.0294026612692,34.0105268311,3.37314797182e-06,0.000147961825849,63.0,0.000147961825849,2.59961146342e-05,,3.22047216284e-08,,22735.1011797,0.030777956615,0.000295923651698,2.49215874531e-10,32.4907859384,2.31595597736e-08,62.0,6.6512256662e-05
12092,2.28156238873e-05,2053459.14317,0.0278250408032,35.9388511619,7.30310885505e-06,0.000295923651698,65.0,0.000295923651698,6.65775170658e-05,,7.49386831279e-07,,659037.511744,0.030125290476,0.000591847303396,5.57959427129e-09,33.1947006717,5.38596030367e-07,63.0,0.000100877200936
12093,0.0,0.0,0.0275274910316,36.32732089,3.73621233922e-22,0.0,75.0,0.000147961825849,1.11795376177e-05,,9.88379749697e-08,,3377.0,0.0303118676711,0.000147961825849,9.88384526302e-08,32.990378912,9.88381049284e-08,74.0,4.96245961617e-05
12094,1.23214400275e-21,9.0,0.0260830843509,38.3390241179,3.73621233922e-22,0.000147961825849,77.0,0.000147961825849,3.98553604842e-05,,5.32026990128e-08,,11.6666666667,0.0294208584714,0.000295923651698,5.32030538552e-08,33.9894908563,5.32027886787e-08,75.0,9.33750953068e-05
12095,1.23214400275e-21,13465.0,0.000147961825849,6758.5,3.56312974856e-28,0.000147961825849,1.0,0.000147961825849,4.52753067303e-05,1.0,1.01942447554e-07,2.0,30404.0,0.0303121396515,0.000295923651698,1.01942951573e-07,32.9900829007,1.01942583621e-07,74.0,0.00010768268858
12096,1.17506408953e-27,0.0,0.0,0.0,0.0,7.39809129245e-05,0.0,0.0,3.04236147976e-05,,1.24938367247e-08,1.0,0.0,0.0294202819799,7.39809129245e-05,1.249391851e-08,33.9901568816,1.24938575999e-08,75.0,3.40406215711e-05
12097,6.84054973024e-06,6820298.12271,0.0273295925467,36.5903735407,6.72764661638e-06,0.000221942738773,69.0,0.000369904564622,3.73032495647e-05,,1.43399971707e-08,,1133533.03573,0.0300609545647,0.000369904564622,6.82010930057e-11,33.2657433698,9.95174963233e-09,65.0,8.05120049644e-05
12098,1.02354086753e-06,7205267.69153,0.024557844633,40.7201859506,2.26179185269e-06,0.000295923651698,76.0,0.000295923651698,7.72886071028e-05,,1.06153564132e-07,,8293804.3433,0.0306528452407,0.000591847303396,3.90715878875e-10,32.6233989748,7.24673822344e-08,62.0,0.000109708363955
12099,2.35012817907e-27,7806488.6526,0.0262549865613,38.0880027368,7.72903017462e-07,0.000147961825849,73.0,0.000295923651698,8.42347308428e-05,,7.21527265194e-08,,3190012.34013,0.0303366378841,0.000443885477547,2.78597970162e-10,32.9634418889,4.93963800052e-08,62.0,8.77123472299e-05
12100,1.0414156572e-07,5659237.77522,0.0255809164297,39.0916409406,3.56312974856e-28,0.000147961825849,74.0,7.39809129245e-05,5.54619408972e-05,,3.00041146912e-08,,853331.127931,0.0298118592114,0.000221942738773,1.0532248515e-10,33.543697926,2.04255178753e-08,63.0,4.86304106643e-05
12101,2.9455438383e-06,6775689.19455,0.0250343417677,39.945128547,7.56659233338e-08,0.000295923651698,75.0,0.000147961825849,6.27780384723e-05,,6.64852103644e-08,,3019387.65343,0.0301369808511,0.000443885477547,2.26069242881e-10,33.1818241827,4.51820412755e-08,62.0,8.61858390978e-05
12102,6.06072710798e-06,7342825.02501,0.0245878260536,40.6705333697,5.64757066892e-06,0.000295923651698,76.0,0.000369904564622,6.24011640955e-05,,6.47210251364e-08,,9018000.21948,0.0305095161238,0.000443885477547,2.17436619519e-10,32.7766587953,4.39506792068e-08,61.0,8.57780307553e-05
12103,2.26371056221e-05,5640234.88147,0.0240433789727,41.5914918255,1.90568626232e-05,0.000295923651698,77.0,0.000369904564622,6.01893855934e-05,,2.76077585836e-08,,3980583.30091,0.0300483876113,0.000369904564622,7.94867313923e-11,33.2796558982,1.85769164509e-08,62.0,7.40153622516e-05
12104,1.41883462656e-07,189655.830233,0.0263128779625,38.0042046874,1.16390150791e-07,0.000295923651698,75.0,0.000295923651698,0.000102522186186,,6.68288568863e-09,,216581.502338,0.0291155665737,0.000295923651698,2.34100699627e-11,34.3458883916,4.58286812696e-09,68.0,7.9517416133e-05
12105,5.23939253016e-08,295463.026231,0.0265217710268,37.7048726871,3.66047451236e-08,0.000221942738773,74.0,0.000221942738773,7.05167469955e-05,,1.56560426943e-09,,268247.44125,0.0292860647833,0.000221942738773,5.47333427608e-12,34.1459327977,1.0732641504e-09,68.0,6.36779413628e-05
12106,1.17093874045e-07,350935.169434,0.0210374098076,47.5343689716,8.6111320811e-08,0.000295923651698,83.0,0.000295923651698,8.00378984427e-05,,4.47332401396e-11,,332965.975956,0.0249887202105,0.000295923651698,4.20911397023e-14,40.0180558098,2.7288546839e-11,69.0,7.43436845328e-05
12107,4.96346247461e-08,283943.696707,0.0206047851982,48.5324156686,3.5670506236e-08,0.000295923651698,84.0,0.000295923651698,7.7883704179e-05,,1.76516105256e-11,,265698.863835,0.0243822788597,0.000295923651698,1.20929390698e-14,41.0133936108,1.04662285443e-11,70.0,7.49638233126e-05
12108,2.61705842562e-08,26955.9650253,0.0201886230827,49.5328480751,1.83785774241e-08,0.000295923651698,85.0,0.000295923651698,7.95712017767e-05,,8.82964330881e-12,,27056.6106061,0.0238038202654,0.000295923651698,4.02818711847e-15,42.0100634625,5.08262763154e-12,71.0,7.75932332723e-05
12109,9.94122095564e-09,20.3158459596,0.0197878295442,50.5361135118,6.9802309345e-09,0.000221942738773,86.0,0.000221942738773,6.41473690438e-05,,3.30144829266e-12,,20.1386363636,0.0232506126164,0.000221942738773,1.41379148534e-15,43.0096194237,1.89675389258e-12,72.0,6.30325588318e-05
12110,9.92759995491e-09,6.66666666667,0.0197867203102,50.538946542,7.06217113035e-09,0.000295923651698,86.0,0.000295923651698,8.4179567964e-05,,3.34529210726e-12,,6.66666666667,0.0232490525163,0.000295923651698,1.76940023799e-15,43.0125055333,1.95237360853e-12,72.0,8.27366964783e-05
12111,1.33487074922e-08,6711.26748737,0.0201863747304,49.5383650286,9.63979208395e-09,0.000221942738773,85.0,0.000221942738773,6.46865247246e-05,,4.66365546346e-12,,6736.69469697,0.023800927336,0.000221942738773,3.1447089544e-15,42.0151696564,2.77318654311e-12,71.0,6.33744538701e-05
12112,4.03047255647e-08,40337.8683081,0.0206036457823,48.5350995919,2.93261292578e-08,0.000295923651698,84.0,0.000295923651698,8.13889623167e-05,,1.46186053263e-11,,40489.7227273,0.0243809591009,0.000295923651698,1.1490470813e-14,41.0156136951,8.78889566226e-12,70.0,7.87442164538e-05
12113,1.17506408953e-27,14.5,0.0168926671634,59.1972830773,3.56312974856e-28,7.39809129245e-05,95.0,7.39809129245e-05,5.46010479022e-05,,1.57166954059e-12,,94044.6111111,0.0292293688765,0.000147961825849,3.79008042512e-15,34.2121653131,1.03563353819e-12,60.0,4.85581401449e-05
12114,2.35012817907e-27,147982.0,0.0168928373629,59.1966866499,3.56312974856e-28,0.000147961825849,95.0,0.000147961825849,0.000102126705579,,6.11963489773e-13,,80981.5833333,0.0284052457022,0.000295923651698,1.26983198703e-15,35.2047650101,3.92278050672e-13,61.0,9.1112139361e-05
12115,2.35012817907e-27,121080.0,0.0166113089021,60.1999520866,3.56312974856e-28,0.000147961825849,96.0,7.39809129245e-05,6.96399207027e-05,1.0,1.58376560347e-13,1.0,60768.0833333,0.0276226498281,0.000221942738773,2.50810726233e-16,36.2021748899,9.60991778163e-14,62.0,7.84846279764e-05
12116,0.0,0.0,0.0163412580997,61.1947987052,3.56312974856e-28,0.0,97.0,7.39809129245e-05,1.11795376177e-05,,3.26323190147e-14,1.0,0.0,0.0268800954338,7.39809129245e-05,4.5746539035e-17,37.2022488708,1.94103068899e-14,63.0,3.3345309217e-05
12117,9.94628191653e-09,218925.357739,0.0168927522627,59.1969848636,3.56312974856e-28,7.39809129245e-05,95.0,7.39809129245e-05,2.31302407475e-05,,3.54454669565e-11,,446578.483316,0.0310336202428,0.000147961825849,9.3072665244e-14,32.2231177728,2.36642297119e-11,58.0,4.6639288675e-05
12118,1.74461723568e-06,150051.948128,0.0202053190796,49.4919182449,1.30977877238e-06,0.000295923651698,85.0,0.000295923651698,6.62875765039e-05,,4.90280608813e-10,,89600.6229759,0.0240578832979,0.000295923651698,2.77397234151e-13,41.5664166136,2.97664324324e-10,70.0,6.56642437833e-05
12119,1.59773275039e-06,109369.41308,0.0198061206311,50.4894430679,1.20044345884e-06,0.000295923651698,86.0,0.000295923651698,6.73679167928e-05,,4.46900798813e-10,,61093.3371353,0.0234960891365,0.000295923651698,2.53053725347e-13,42.5602743584,2.71500907885e-10,71.0,6.69140639178e-05
12120,5.17166560486e-06,67345.1551442,0.0198207251449,50.452240909,3.88502502611e-06,0.000443885477547,86.0,0.000443885477547,8.82202617851e-05,,1.44636032343e-09,,123677.916945,0.0241298836914,0.000443885477547,8.17603083983e-13,41.4423879032,8.78552178075e-10,70.0,8.75025781078e-05
12121,4.87738633226e-06,42248.1380424,0.0194364344672,51.449765732,3.66533363944e-06,0.000443885477547,87.0,0.000443885477547,8.92177940607e-05,,1.3622581017e-09,,85888.7619876,0.0235647613197,0.000443885477547,7.71556737474e-13,42.4362456481,8.27744746705e-10,71.0,8.85902389708e-05
12122,1.2081516898e-06,79632.0650251,0.0194224187007,51.4868933375,9.08086875115e-07,0.000295923651698,87.0,0.000295923651698,6.87984883707e-05,,3.37376363231e-10,,37638.6448303,0.0229599730453,0.000295923651698,1.91375529711e-13,43.5540581004,2.05030227803e-10,72.0,6.85883692126e-05
12123,7.76554018548e-07,39012.3356534,0.0190535987857,52.4835235194,5.83701773037e-07,0.000295923651698,88.0,0.000295923651698,7.05467536402e-05,,2.16787773996e-10,,20426.0140628,0.0224482613453,0.000295923651698,1.22972144792e-13,44.5468798059,1.31745067138e-10,73.0,7.09677421891e-05
12124,3.27004168934e-06,18515.452544,0.019066761875,52.447290555,2.45804933546e-06,0.000443885477547,88.0,0.000443885477547,9.39710862668e-05,,9.12678410058e-10,,54026.4675382,0.0230255035535,0.000443885477547,5.17832355939e-13,43.4301033929,5.54696788919e-10,72.0,9.34985737727e-05
12125,1.53934886663e-06,10230.5453718,0.0187110976573,53.4442189506,1.15728164536e-06,0.000369904564622,89.0,0.000369904564622,8.6444678985e-05,,4.29494023259e-10,,23645.2171449,0.0225107494464,0.000369904564622,2.43958217566e-13,44.4232211096,2.61064929482e-10,73.0,8.62923219023e-05
12126,1.69519672493e-06,16080.4300283,0.0190599613839,52.4660034646,1.2744121841e-06,0.000369904564622,88.0,0.000369904564622,8.33386507206e-05,,4.73026299055e-10,,12091.1642833,0.0226683312631,0.000369904564622,2.68636582237e-13,44.1144073814,2.87518696776e-10,73.0,8.31440815769e-05
12127,1.61152518914e-06,60.8408882784,0.0187100275553,53.447275641,1.21151480456e-06,0.000295923651698,89.0,0.000295923651698,6.84177400295e-05,,4.49644999419e-10,,61.9879120879,0.022509174568,0.000295923651698,2.55362247207e-13,44.4263292276,2.73310530222e-10,73.0,6.81132324812e-05
12128,1.91997157752e-06,3322.86622007,0.0194216593874,51.48890628,1.44298773431e-06,0.000295923651698,87.0,0.000295923651698,6.65618560117e-05,,5.36209849571e-10,,1118.84060353,0.0229589197872,0.000295923651698,3.03935203259e-13,43.5560561763,3.25843816116e-10,72.0,6.6152076147e-05
12129,3.34436289942e-06,95.2963189588,0.019065921711,52.4496017111,2.51366523279e-06,0.000369904564622,88.0,0.000369904564622,7.7964758456e-05,,9.33686420667e-10,,1486.0261701,0.0230242873528,0.000369904564622,5.29362496596e-13,43.43239748,5.67413976236e-10,72.0,7.7450741515e-05
12130,1.17506408953e-27,0.0,0.0,0.0,0.0,7.39809129245e-05,0.0,0.0,3.04236147976e-05,,1.24938367247e-08,1.0,0.0,0.0294202819799,7.39809129245e-05,1.249391851e-08,33.9901568816,1.24938575999e-08,75.0,3.40406215711e-05
12131,1.86374569736e-07,0.0,0.0272207746722,36.73664736,1.35810328046e-07,0.000147961825849,71.0,0.000147961825849,4.36433005555e-05,,8.39257043675e-11,,0.0,0.0304046231225,0.000147961825849,3.86170338061e-12,32.8897350897,5.31419719808e-11,64.0,4.10817557404e-05
12132,2.79202331772e-07,10566.4394084,0.0276130972288,36.2146988334,2.03453006225e-07,0.000295923651698,70.0,0.000295923651698,8.01775919052e-05,,1.40230788538e-10,,11062.2996739,0.0310292733183,0.000295923651698,1.9625035044e-11,32.2276319443,9.3517866822e-11,63.0,7.28755255978e-05
12133,2.16374665416e-07,13984.1319474,0.0277293222809,36.0629080607,1.56253854752e-07,0.000295923651698,69.0,0.000295923651698,8.54717229873e-05,,1.85907612127e-10,,14872.8861327,0.0313647490586,0.000295923651698,8.71493083203e-11,31.882926853,1.47098617957e-10,64.0,7.09329544148e-05
12134,1.44465626566e-07,12111.5139206,0.0279607101793,35.7644707014,1.06459975074e-07,0.000295923651698,68.0,0.000295923651698,0.000101448405692,,3.75070125175e-10,,12631.9741225,0.031744578182,0.000295923651698,2.943357469e-10,31.501442365,3.43391464692e-10,65.0,7.27080897771e-05
12135,5.75564461652e-08,0.0,0.0276968569077,36.1051798525,4.3722618637e-08,0.000147961825849,68.0,0.000147961825849,6.03562610668e-05,,2.87358803234e-10,,0.0,0.0314578446638,0.000147961825849,2.47718612978e-10,31.7885732697,2.71904409621e-10,66.0,4.1355807202e-05
12136,7.88251820872e-07,11236.7954545,0.0247257042553,40.4437418517,5.88062730984e-07,0.000369904564622,76.0,0.000369904564622,8.4033639192e-05,,1.97209741718e-08,,11268.3742424,0.027765735312,0.000369904564622,6.96336320816e-11,36.0156138046,1.35406731988e-08,67.0,8.42205271972e-05
12137,5.92206771644e-07,36.2954545455,0.0241278887547,41.4458144336,4.41786389792e-07,0.000369904564622,77.0,0.000369904564622,8.20327325262e-05,,1.27409273637e-08,,25.2575757576,0.02701665283,0.000369904564622,4.50369687668e-11,37.0142077293,8.74960771581e-09,68.0,8.52957369273e-05
12138,3.18599823065e-07,6.11666666667,0.0214338904566,46.6550858803,2.25834841605e-07,0.000369904564622,82.0,0.000369904564622,8.39302176228e-05,,2.68914579416e-10,,6.11666666667,0.0255525873028,0.000369904564622,5.57483101411e-13,39.1349802723,1.72771004859e-10,68.0,8.19091404426e-05
12139,2.73985894145e-07,9426.49663402,0.0218972788297,45.6677748765,1.94375648236e-07,0.000369904564622,81.0,0.000369904564622,8.67841972285e-05,,2.58393153059e-10,,9404.51783377,0.0262104366452,0.000369904564622,5.64813494895e-13,38.1527409687,1.66977304805e-10,67.0,8.51149351075e-05
12140,1.15798764968e-07,78803.5529792,0.0223753220283,44.6920942069,8.3057153266e-08,0.000221942738773,80.0,0.000221942738773,6.05685545716e-05,,3.05413805982e-10,,79258.6802692,0.0268944330255,0.000221942738773,8.59220777198e-13,37.1824161176,2.03651970651e-10,66.0,5.97217698596e-05
12141,1.00158192093e-06,4619.1472375,0.0276534597634,36.1618404553,7.65896086892e-07,0.000221942738773,70.0,0.000221942738773,5.32262918435e-05,,7.54608573065e-10,,5568.38943256,0.0303788539439,0.000221942738773,3.27785372616e-12,32.9176341493,5.08929740337e-10,65.0,5.24720435949e-05
12142,5.07232435347e-05,4162872.69934,0.0235112647382,42.5328033662,4.07415000222e-05,0.000443885477547,78.0,0.000443885477547,8.78927204215e-05,,2.75115040335e-08,,2479368.91156,0.0292203305336,0.000443885477547,6.57410859868e-11,34.222747715,1.83275391591e-08,63.0,8.53596471312e-05
12143,8.94969115923e-05,2806137.60492,0.0230062965687,43.4663613508,7.21894806992e-05,0.000517866390471,79.0,0.000517866390471,0.000100974983847,,3.8384317315e-08,,2384739.67333,0.0284365681167,0.000517866390471,8.43860759604e-11,35.1659875374,2.54662859471e-08,64.0,9.55746400957e-05
12144,7.6347316266e-05,376286.879843,0.0225099013969,44.4248947327,6.1621789961e-05,0.000443885477547,80.0,0.000443885477547,8.63519733505e-05,,3.12365191776e-08,,89130.7297444,0.02767923043,0.000443885477547,6.74959245281e-11,36.1281720794,2.07066175328e-08,65.0,8.41514212789e-05
12145,2.89104038037e-05,335707.701522,0.0220263695777,45.4001280816,2.33247566904e-05,0.000369904564622,81.0,0.000369904564622,7.46990769541e-05,,1.14461040402e-08,,89608.4934844,0.0279305019676,0.000369904564622,2.42732809824e-11,35.8031517357,7.57494466777e-09,64.0,7.52359789954e-05
12146,1.46192722491e-05,246987.604169,0.021564560957,46.3723792937,1.17492681617e-05,0.000443885477547,82.0,0.000443885477547,8.39514553556e-05,,5.77575250677e-09,,89006.7158941,0.0276867731191,0.000443885477547,1.1866647558e-11,36.1183297056,3.80927386984e-09,64.0,8.95571919861e-05
12147,6.01383604297e-06,135698.834841,0.0211134740527,47.363119755,5.0851998511e-06,0.000369904564622,83.0,0.000443885477547,6.24879193522e-05,,2.77772500331e-09,,65043.9763162,0.0269501628336,0.000443885477547,5.39813203469e-12,37.1055271975,1.81996545518e-09,65.0,9.0013812372e-05
12148,2.13235186958e-06,97427.0690179,0.020682498461,48.3500579917,2.06420497499e-06,0.000295923651698,84.0,0.000443885477547,4.10201720548e-05,,1.44332856722e-09,,28980.1626748,0.0262543842391,0.000443885477547,2.58901505826e-12,38.0888765432,9.36698672247e-10,66.0,9.12676522121e-05
12149,9.37649490613e-07,56312.9570175,0.0202868521506,49.2930097077,8.68346637869e-07,0.000295923651698,85.0,0.000443885477547,4.00876169997e-05,,8.03201548102e-10,,32857.8811239,0.0265142750828,0.000443885477547,1.31898802056e-12,37.7155323643,5.1601403922e-10,65.0,9.36901508863e-05
12150,4.51539521274e-07,40371.0553761,0.0199218762263,50.1960753416,4.02438222939e-07,0.000295923651698,86.0,0.000369904564622,5.2045640245e-05,,4.11773843844e-10,,313128.52288,0.0263319432321,0.000369904564622,6.52023925099e-13,37.9766882825,2.6346138767e-10,65.0,8.42332924277e-05
12151,3.53594196173e-07,100525.201346,0.01993250429,50.1693106621,2.85780598465e-07,0.000295923651698,86.0,0.000295923651698,6.38739846109e-05,,2.40678571736e-10,,296117.854579,0.0258890567745,0.000295923651698,4.30153488541e-13,38.6263589558,1.56046591824e-10,66.0,7.41372538778e-05
12152,2.67455319174e-07,58825.8791228,0.0199276773294,50.1814628703,2.25283921688e-07,0.000295923651698,86.0,0.000295923651698,7.2953270137e-05,,1.66241685939e-10,,209519.815609,0.0254444738738,0.000295923651698,3.18495912345e-13,39.3012645874,1.08682081093e-10,67.0,7.82460938933e-05
12153,6.78718008595e-08,0.0,0.0195380450075,51.1821934906,5.25401755166e-08,0.000147961825849,87.0,0.000147961825849,4.26713170281e-05,,4.05686872992e-11,,0.0,0.0248149398237,0.000147961825849,7.51819049192e-14,40.2983044531,2.64074614003e-11,68.0,4.43870259787e-05
12154,2.86037965592e-07,27076.7378635,0.0275759701083,36.2634567732,2.08763917203e-07,0.000369904564622,70.0,0.000369904564622,9.6605573016e-05,,1.37634738418e-10,,27332.9799937,0.0311224637621,0.000369904564622,1.66453888787e-12,32.1311322794,8.60327706136e-11,63.0,8.92918701076e-05
12155,4.82215233712e-07,37581.4391332,0.027780838579,35.9960336387,3.5196486733e-07,0.000443885477547,70.0,0.000443885477547,0.000107139297017,,2.13839685754e-10,,35086.8243521,0.0312732884417,0.000443885477547,8.62404705287e-12,31.9761703942,1.34673310739e-10,63.0,0.000100526871528
12156,2.35012817907e-27,225672.857739,0.0171839629555,58.1937939803,1.34144414038e-10,0.000147961825849,94.0,0.000147961825849,7.72681283457e-05,,7.83819026045e-12,,433240.337181,0.0301076377457,0.000295923651698,1.96466055052e-14,33.2141634109,5.19660557932e-12,59.0,8.51963722461e-05
12157,0.0,0.0,0.0168958360194,59.1861804799,4.28086908312e-11,0.0,95.0,0.000147961825849,1.11795376177e-05,,6.2575008187e-13,,0.0,0.0284045292031,0.000147961825849,1.29403864827e-15,35.2056530439,4.01037373871e-13,61.0,4.59705810193e-05
12158,0.0,0.0,0.0148794492679,67.2067885037,3.56312974856e-28,0.0,103.0,7.39809129245e-05,1.11795376177e-05,,7.98616500504e-15,1.0,0.0,0.0242743130169,7.39809129245e-05,5.5586475976e-19,41.1958105387,3.93017007575e-15,67.0,3.62244679207e-05
12159,2.35012817907e-27,33654.0,0.0151028120384,66.2128348985,3.56312974856e-28,0.000147961825849,102.0,7.39809129245e-05,6.5445752595e-05,1.0,3.20678504317e-14,1.0,13523.75,0.0248782603738,0.000221942738773,2.78119295902e-18,40.1957365578,1.58279467873e-14,66.0,8.90716806694e-05
12160,2.35012817907e-27,40387.5,0.0153352251538,65.2093458016,3.56312974856e-28,0.000147961825849,101.0,0.000147961825849,7.6329997312e-05,1.0,3.56233531576e-14,2.0,27034.75,0.0248783519789,0.000295923651698,3.02056619798e-18,40.1955885521,1.75771769301e-14,66.0,0.000119451846172
12161,1.17506408953e-27,0.0,0.0,0.0,0.0,7.39809129245e-05,0.0,0.0,4.36296724021e-05,,8.87381352786e-15,1.0,0.0,0.0242744002284,7.39809129245e-05,6.04920009961e-19,41.1956625331,4.36592520837e-15,67.0,3.66046948352e-05
12162,2.94022131588e-16,40378.5,0.0158219121243,63.203485909,3.73621233922e-22,0.000221942738773,99.0,0.000147961825849,8.63416672355e-05,,2.50357521281e-13,,40523.0833333,0.0261798672813,0.000369904564622,4.44460144477e-17,38.1972906606,1.25418443333e-13,64.0,0.000104771363169
12163,1.23214400275e-21,26920.5,0.0148773384285,67.2163239955,3.56312974856e-28,0.000147961825849,103.0,7.39809129245e-05,5.26420963605e-05,,8.55371142815e-14,,27023.25,0.0255124972075,0.000221942738773,1.06006318949e-17,39.1964766078,4.24825575603e-14,65.0,7.57830519858e-05
12164,3.04500653141e-06,14154.9104992,0.0198053895081,50.4913069036,2.28782293172e-06,0.000369904564622,86.0,0.000369904564622,7.84700740215e-05,,8.51419117239e-10,,5589.18235454,0.0234950678196,0.000369904564622,4.81824905867e-13,42.5621244287,5.17247823157e-10,71.0,7.78526553599e-05
12165,4.90026879139e-06,352.85129846,0.0194355895713,51.4520023347,3.68203561385e-06,0.000443885477547,87.0,0.000443885477547,8.88503583571e-05,,1.36929984903e-09,,7039.49955595,0.0235635285759,0.000443885477547,7.74900624656e-13,42.4384657324,8.31921501857e-10,71.0,8.81637516597e-05
12166,3.36724535854e-06,6666.88193954,0.0194283546392,51.4711625649,2.53036720719e-06,0.000369904564622,87.0,0.000369904564622,7.76129097343e-05,,9.40728167997e-10,,5037.28792358,0.0231893265192,0.000369904564622,5.32706383779e-13,43.1232877406,5.71590731388e-10,72.0,7.70423806409e-05
12167,2.17950618965e-06,33704.7926468,0.0202046190574,49.4936329737,1.63628913725e-06,0.000295923651698,85.0,0.000295923651698,6.50197609801e-05,,6.12086681552e-10,,13887.0952678,0.0240568982142,0.000295923651698,3.45995617815e-13,41.5681186782,3.71613937748e-10,70.0,6.43799045553e-05
12168,3.75129229885e-06,806.817269506,0.0198199050828,50.4543284049,2.81732270886e-06,0.000369904564622,86.0,0.000369904564622,7.65183823592e-05,,1.05028566437e-09,,17155.280196,0.0241286772813,0.000369904564622,5.93125748857e-13,41.4444599819,6.378281128e-10,70.0,7.58536172137e-05
12169,3.47989548538e-06,14458.4653273,0.0198123227241,50.4736377419,2.61433329659e-06,0.000369904564622,86.0,0.000369904564622,7.7121810995e-05,,9.73225189979e-10,,12578.7080592,0.0237363762125,0.000369904564622,5.50423289531e-13,42.1294299958,5.91197436582e-10,71.0,7.64867919842e-05
12170,3.14469936374e-06,35.0351343101,0.0190657591072,52.4500490317,2.36361116437e-06,0.000369904564622,88.0,0.000369904564622,7.93908360031e-05,,8.77886059158e-10,,35.6466422466,0.0230240519739,0.000369904564622,4.97742213697e-13,43.4328414969,5.3350669329e-10,72.0,7.8865575512e-05
12171,3.9686290386e-06,44781.307934,0.0198197879366,50.4546266186,2.9809555756e-06,0.000369904564622,86.0,0.000369904564622,7.64423865425e-05,,1.11034295224e-09,,46426.8387044,0.0241285049468,0.000369904564622,6.27316554761e-13,41.4447559932,6.7438057734e-10,70.0,7.58152729084e-05
12172,2.61166115364e-06,24674.331774,0.0194352797946,51.4528224224,1.96247382834e-06,0.000295923651698,87.0,0.000295923651698,6.56240122224e-05,,7.29621744346e-10,,26245.8605603,0.0235630766021,0.000295923651698,4.13013825199e-13,42.4392797633,4.43301359194e-10,71.0,6.51477966405e-05
12173,4.34434812216e-06,15.8637057387,0.019435420601,51.4524496553,3.26419630341e-06,0.000369904564622,87.0,0.000369904564622,7.58407894631e-05,,1.21399378689e-09,,15.9609279609,0.0235632820426,0.000369904564622,6.86828348976e-13,42.4389097492,7.37539412609e-10,71.0,7.52585982745e-05
